Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,1.4200,1.42,1.3,1.34,1.34,"1,972,500"
2019-05-31,1.2900,1.41,1.28,1.34,1.34,"3,344,200"
2019-05-30,1.4100,1.42,1.29,1.31,1.31,"2,172,600"
2019-05-29,1.4400,1.46,1.36,1.38,1.38,"1,751,100"
2019-05-28,1.4300,1.49,1.41,1.43,1.43,"2,652,500"
2019-05-24,1.4700,1.49,1.33,1.42,1.42,"2,357,000"
2019-05-23,1.5100,1.52,1.4,1.4,1.4,"2,356,800"
2019-05-22,1.5800,1.6,1.49,1.54,1.54,"1,839,800"
2019-05-21,1.6400,1.65,1.51,1.55,1.55,"4,096,700"
2019-05-20,1.5600,1.58,1.48,1.55,1.55,"3,279,100"
2019-05-17,1.7200,1.74,1.14,1.43,1.43,"15,046,000"
2019-05-16,1.6400,1.74,1.61,1.64,1.64,"5,157,900"
2019-05-15,1.5400,1.59,1.51,1.55,1.55,"2,846,700"
2019-05-14,1.5500,1.58,1.49,1.5,1.5,"3,339,200"
2019-05-13,1.4400,1.51,1.43,1.48,1.48,"4,819,900"
2019-05-10,1.4500,1.46,1.4,1.42,1.42,"2,857,200"
2019-05-09,1.3900,1.46,1.33,1.4,1.4,"4,060,500"
2019-05-08,1.3400,1.4,1.3,1.39,1.39,"2,813,300"
2019-05-07,1.2500,1.37,1.25,1.31,1.31,"2,801,800"
2019-05-06,1.2100,1.26,1.17,1.25,1.25,"989,700"
2019-05-03,1.2100,1.24,1.21,1.24,1.24,"598,900"
2019-05-02,1.2500,1.26,1.2,1.21,1.21,"1,065,100"
2019-05-01,1.2600,1.27,1.19,1.22,1.22,"1,139,000"
2019-04-30,1.2500,1.28,1.21,1.24,1.24,"2,211,100"
2019-04-29,1.1700,1.23,1.15,1.23,1.23,"1,809,900"
2019-04-26,1.1400,1.16,1.12,1.14,1.14,"1,486,000"
2019-04-25,1.1100,1.13,1.1,1.12,1.12,"502,100"
2019-04-24,1.1600,1.16,1.1,1.12,1.12,"457,500"
2019-04-23,1.1000,1.16,1.09,1.14,1.14,"891,300"
2019-04-22,1.0500,1.09,1.04,1.07,1.07,"497,300"
2019-04-18,1.0800,1.12,1.03,1.06,1.06,"1,166,200"
2019-04-17,1.1500,1.17,1.07,1.09,1.09,"1,345,300"
2019-04-16,1.1300,1.17,1.13,1.14,1.14,"852,600"
2019-04-15,1.1600,1.18,1.11,1.14,1.14,"928,800"
2019-04-12,1.1800,1.2,1.14,1.15,1.15,"1,230,000"
2019-04-11,1.1800,1.21,1.14,1.16,1.16,"1,726,600"
2019-04-10,1.0900,1.19,1.08,1.18,1.18,"2,294,700"
2019-04-09,1.0400,1.08,1.04,1.06,1.06,"968,100"
2019-04-08,1.0500,1.05,1.04,1.04,1.04,"753,200"
2019-04-05,1.0600,1.07,1.04,1.05,1.05,"974,700"
2019-04-04,1.0400,1.09,1.0,1.04,1.04,"2,433,400"
2019-04-03,1.0000,1.01,0.98,0.98,0.98,"295,200"
2019-04-02,0.9900,1.0,0.98,0.99,0.99,"409,900"
